Publicerings-id,Konto-id,"Kontots användarnamn",Kontonamn,Beskrivning,"Varaktighet (sek)",Publiceringstid,Permalänk,Inläggstyp,Datakommentar,Datum,Visningar,Räckvidd,Gilla-markeringar,Delningar,Följer,Kommentarer,"Sparade objekt"
17905512576182032,17841401750637512,p4dalarna,"P4 Dalarna","Efter en omtalad hockeyserie om machokultur hoppas både spelare och tränare hos Mora IK:s J18-lag på förändring. ”Kan vara ett steg åt rätt håll”, säger spelaren Patrik.
🏒
Den kanadensiska succéserien Heated Rivalry hade nyligen premiär på svensk stream. Den handlar om två hockeykillars förälskelse i en värld där det inte är lätt att visa sådana känslor öppet. 
🏒
Lagets tränare vill att alla i ska ses som individer. 
/Fanny 
📸Jonathan Borg/Sveriges Radio
📲Hör mer i appen Sveriges Radio",0,"01/28/2026 22:46",https://www.instagram.com/p/DUFcSozjBP8/,"IG image",,Livstid,16165,10575,62,9,0,0,0
18103142107633170,17841401750637512,p4dalarna,"P4 Dalarna","Niklas Karlsson gråter när han berättar. 
Två dagar före julafton rullades hans pappa Lars ut på balkongen på sitt särskilda boende i Avesta kommun och lämnades där för att röka. 
Då fattade Lars eld och började brinna med öppna lågor. 

Lars fördes till sjukhus när personalen upptäckte branden, men han hade bränts fast i sin rullstol, och fått så svåra brännskador på större delen av kroppen att han dog. 

""Jag tror att jag fortfarande är i chock"", säger sonen Niklas Karlsson. 
Han har svårt att få bort bilderna ur huvudet av det han såg på sjukhuset. 

Nu söker han svar på vad som egentligen hände och hur det kunde ske. 
En teori är att pappan somnade. 
""Jag är inte ute efter att utpeka någon, jag klandrar ingen, de gjorde så gott de kunde för att rädda honom."" 

Avesta kommun håller på att utreda händelsen och ska sedan göra en anmälan till Inspektionen för vård och omsorg, men redan nu har vissa åtgärder gjorts. 
""Det handlar att ingen på våra särskilda boenden får lämnas ensam under rökning"", säger Anna-Karin Stillfors, chef för omsorgsförvaltningen.

/Jennie-Lie 

Foto: Matilda Bjerlöw/Sveriges Radio",0,"01/28/2026 03:11",https://www.instagram.com/p/DUDV5RnD9UQ/,"IG carousel",,Livstid,249939,157724,594,3471,13,29,214
18092308987799651,17841401750637512,p4dalarna,"P4 Dalarna","På helgen var det återigen öppet på gymmet i Rättviks centrum, efter den dramatiska polisinsatsen där på fredagen före. Men många vill prata om det som hänt, säger ägaren Alexandra Tägtström.
💪
När polisen utrymde träningslokalen op fredagen gick allt väldigt fort, berättar Alexandra: ""Vissa fick inte med sig nycklar och jackor"".
🧥🔑
Det föremål som polisens nationella bombskydd fann på gymmet visade sig till slut vara ofarligt. Men tidigare i veckan hittade polisen däremot ett skarpladdat explosivt föremål nära gymnasieskolan i Rättvik.
👮👮‍♀
Nu hoppas Alexandra att hon inte förlorar några gymkunder efter dramatiken.
📸Privat
/ P4 Dalarna",0,"01/25/2026 05:32",https://www.instagram.com/p/DT73qb2jxCb/,"IG image",,Livstid,14644,9112,65,4,0,0,3
17982116681949073,17841401750637512,p4dalarna,"P4 Dalarna","Elevernas brev till politikerna kan nu leda till förändringar i skolmaten i Borlänge. Elin Nordstedt, Lorin Abic, Othilia Kaiser Modig och Adrianna Alyas var några av de tio femteklassare som skrev brevet. 
🍽️
I brevet efterfrågar eleverna mer barnvänlig och varierad mat, som köttbullar, köttfärssås och nuggets. De önskar också att få mer ketchup. ”Ofta är maten torr och det blir mer smak med ketchup”, säger de.
🍽️
Nu har eleverna fått svar av kommunalrådet Erik Nises (S) och kommunen har gjort ett besök på skolan för att prata om maten. Dessutom har de blivit lovade att det kommer bli ketchup oftare till maten. 
""Det känns bra för nu kanske vi får så att folk orkar med skoldagen"", berättar tjejerna. 
🍽️
Enligt de har det varit ett problem med att elever tidigare undvikit att äta maten på grund av att de inte gillar den, vilket gjort att de inte orkat med skolan. 
""När alla gick sådär hungriga så blev det väldigt jobbigt att vara i skolan"". 
🍽️
📲Hör mer i appen Sveriges Radio. 
📸Emma Hulander/Sveriges Radio 
/Liss",0,"01/21/2026 23:01",https://www.instagram.com/p/DTzciTkiDP1/,"IG image",,Livstid,11287,7055,70,4,0,0,8
18130332523515252,17841401750637512,p4dalarna,"P4 Dalarna","Den svarta hunden Kråkan från Dala-Husby är en av Sveriges finaste hundar. Han har nu vunnit den prestigefyllda titeln ”Årets utställningshund 2025”. 

Dessutom har han tre år i rad utsetts till världens finaste flatcoated retriever.
""Otroligt stort"", säger Kråkans matte, Jenny Andersson.

Hon berättar att det syns att Kråkan uppskattar uppmärksamheten och applåderna: 
""Han går igång på det. Han blir spralligare och lite mer på tårna.""

Nu efter Kråkans många utmärkelser är det många som skrattar åt hans namn. 
""Det gör jag med. Han kanske borde ha fått namnet Svanen istället."" 

/Jennie-Lie 

Foto: Matilda Bjerlöw/Sveriges Radio",0,"01/18/2026 23:09",https://www.instagram.com/p/DTrvDrqj2QM/,"IG image",,Livstid,39300,26479,364,23,3,1,10
17951257104071237,17841401750637512,p4dalarna,"P4 Dalarna","Köttbonden Johan Persson i Söderbärke skaffar fler kor för att möta den stora efterfrågan på nötkött. Det är brist på nötfärs i matbutiker. Därför får bönderna ett högre pris för sitt kött, berättar Johan.
🐮
Enligt organisationen Svenskt Kött beror bristen på ökad efterfrågan inför jul. Men det kan också bero på att flera bönder har slutat med djurhållning på grund av ekonomisk press.
🐮
📲 Hör mer i appen Sveriges Radio
📸 Jonathan Borg/Sveriges Radio
/Frida",0,"01/14/2026 23:45",https://www.instagram.com/p/DThf_hxCQLv/,"IG image",,Livstid,14285,9555,108,1,0,0,7
18306168538253952,17841401750637512,p4dalarna,"P4 Dalarna","De som plogar på våra gator och torg stöter ibland på kritik, bland annat kan det handla om att stora snövallar hamnar så att människor inte kan passera.
❄️
Alexander Lövdahl arbetar som snöröjare i Borlänge. ”Någonstans måste ju snön hamna”, säger han om kritiken.
❄️
Och för snöröjarna är det tidiga mornar som gäller.
/Fanny
📸Jonathan Borg/Sveriges Radio
📲Hör mer i appen Sveriges Radio",0,"01/13/2026 01:45",https://www.instagram.com/p/DTckFagDFXM/,"IG image",,Livstid,17109,10681,90,1,0,7,14
17873488920493383,17841401750637512,p4dalarna,"P4 Dalarna","En av Sveriges yngsta företagare är förmodligen 9-årige Ny Nordén i Dala-Floda. 

Ända sedan han var 5-6 år har han erbjudit tjänster som gräsklippning på sommaren och snöskottning på vintern. 

Nyligen uppmärksammades Ny i programmet ""Skavlan och Sverige"", där han imponerade på norska hotellmagnaten Petter Stordalen. 

""Jag blir alldeles varm inombords, jag blir berörd. Det är fantastiskt"", sa Stordalen i SVT när han sett inslaget om Ny. 

Men vad 9-åringen från Dala-Floda med pengarna han tjänar?
""Jag brukar köpa typ onödiga saker faktiskt, jag vet inte varför."" 

Och han har några tips till andra unga som vill testa det här med företagande:
""Tänk ut nåt riktigt, sen gör du ett namn och en logga. Och så gör du affischer och så sätter du upp på olika anslagstavlor.""

Men han har inga stora förhoppningar om att inspirera andra att starta företag:
""Det är ganska många barn som inte tycker om att jobba ändå.""

📱 Hör mer i appen Sveriges Radio
📷 Karin Wallén
/Karin",0,"01/11/2026 05:05",https://www.instagram.com/p/DTXxXMzivdN/,"IG image",,Livstid,19439,12266,166,14,0,10,9
18101291551837432,17841401750637512,p4dalarna,"P4 Dalarna","Tällbergsartisten Tusse är aktuell med ny musik och i samband med det återvänder han till sitt födelsenamn Toussaint Chiza. 

”Jag tror att Tusse varit lite grann för andras skull då Touissant är svårare att uttala”, säger han om bytet.

I sitt kommande album och singeln Motherland som han nu släppt får man följa hans resa till sitt födelseland Kongo. Han har inte varit tillbaka dit sedan han flydde vid fem års ålder.

""Det kändes i varje cell att man hörde hemma"", säger han om resan. 

Han säger att han är tacksam för sin uppväxt i Tällberg, men också att han efter sin flykt som femåring haft en komplicerad relation till Kongo. 

""Hela mitt liv har gått åt till att försöka att inte känna sig som det där flyktingbarnet. Det var mycket såna känslor som följde med när jag skulle åka tillbaka och reclaima vad det är att vara svensk-kongoles.""

📱 Hör mer i appen Sveriges Radio

📷 Jessica Gow/TT

/Karin",0,"01/10/2026 04:19",https://www.instagram.com/p/DTVHY1OCjgt/,"IG image",,Livstid,13160,7858,142,4,0,3,10
17873377338477697,17841401750637512,p4dalarna,"P4 Dalarna","Jonas Böhlmark paddlade från Nordnorge till Gibraltar på en SUP-bräda. Det var en resa som tog yrkesäventyraren från Mora två och ett halvt år.
🌊
Han livnär sig alltså på äventyrandet. Men den långa resan till Gibraltar gjorde han bland annat för att sprida information om bipolär sjukdom.
🌊
Den senaste tiden har kärlekslivet gjort det lite svårare att ha hela världen som arbetsplats.
/Fanny
📸Privat
📲Hör mer i appen Sveriges Radio",0,"01/05/2026 02:03",https://www.instagram.com/p/DTH_ziJjO72/,"IG image",,Livstid,54824,37456,144,4,2,2,19
17894885937240311,17841401750637512,p4dalarna,"P4 Dalarna","En gång i veckan kommer läsmormor Gunnel Lovén på besök och läser högt för förskolebarnen i Skattungbyn. ”Att få sitta i en mindre grupp, det gör skillnad”, säger hon.
📗
Orsa är en av flera kommuner som startat projektet Allas barnbarn. Här möts barn och äldre kring sagor och berättelser, för att främja intresset för läsning i alla åldrar.
📗
Än är det dock för tidigt att säga hur lässtunderna har påverkat Orsabarnens språkutveckling .
/Fanny
📸Anna Hanspers/Sveriges Radio
📲Hör mer i appen Sveriges Radio",0,"01/04/2026 00:00",https://www.instagram.com/p/DTFM9ytDJig/,"IG image",,Livstid,9655,6149,73,5,0,0,4
17891905284400238,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Har du eller någon du känner Gotlands mest udda nyårslöfte eller mål för 2026? Vi vill höra om det! 
Skriv i kommentarsfältet eller skicka ett sms till 0498-750070 – du kan också ringa numret och prata in på vår telefonsvarare.",0,"01/04/2026 10:03",https://www.instagram.com/p/DTGR50-DYxo/,"IG image",,Livstid,4755,2670,24,0,0,2,1
18075589247614477,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Efter legionellalarmet: Hytterna på MS Drotten öppna igen

https://www.sverigesradio.se/artikel/hytterna-pa-farjan-ater-oppna-efter-legionellalarm",0,"01/30/2026 06:36",https://www.instagram.com/p/DUI27vxjpLw/,"IG image",,Livstid,2654,1725,13,0,0,0,2
17908388328163239,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Så firar Visbyborna att vattnet går att dricka igen
Hör mer här: https://www.sverigesradio.se/artikel/sa-firar-visbyborna-att-vattnet-gar-att-dricka-igen

Foto: Hampus Andersson/Sveriges Radio",0,"01/30/2026 06:34",https://www.instagram.com/p/DUI2vMEjnSE/,"IG image",,Livstid,3928,2411,30,0,0,0,1
17861256750591441,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Efter legionellalarmet: Hytterna på MS Drotten öppna igen
https://www.sverigesradio.se/artikel/hytterna-pa-farjan-ater-oppna-efter-legionellalarm",0,"01/30/2026 06:33",https://www.instagram.com/p/DUI2o6Tjh8q/,"IG image",,Livstid,4555,2796,38,2,0,0,4
17873413323415910,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Företag med fem eller fler anställda får nu en företagsversion av broschyren ”Om krisen eller kriget kommer” från Myndigheten för civilt försvar. Målet är att företag ska förbereda sig för kriser.
▪️
Johan Spendrup, vd för Gotlands bryggeri, tipsar företagare att kartlägga sina svaga punkter och bygga nätverk med andra företag för att kunna hjälpa varandra vid kris.
▪️
Vid en krigssituation kan personal och fordon krigsplaceras, vilket länsstyrelsen menar kräver noggrann planering.
▪️
Hör vad företagen behöver planera för på sverigesradio.se/gotland",0,"01/29/2026 22:14",https://www.instagram.com/p/DUH87O8iCnk/,"IG image",,Livstid,2533,1637,15,0,0,0,0
18096207403745224,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Driftsbolaget bakom Gotland Ring begärdes i konkurs i slutet av förra veckan, med skulder på 12 miljoner kronor.
▪️
Grundaren Alec Arho Havrén planerar att starta ett nytt driftsbolag för att verksamheten ska kunna fortsätta. ”Vi vill inte att våra kunder ska drabbas”, säger han.
▪️
Detta är andra gången ett driftsbolag på Gotland Ring går i konkurs.

Hör mer på sverigesradio.se/gotland eller i appen Sveriges Radio.",0,"01/28/2026 22:42",https://www.instagram.com/p/DUFbvY1iE1U/,"IG image",,Livstid,5003,3050,14,1,0,0,2
18163209547366156,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","En minderårig tjej åtalas för grovt rattfylleri och vållande till kroppsskada efter en mopedolycka i juli, där hon kolliderade med en parkerad bil.
▪️
Enligt förhör hade hon druckit alkohol innan hon körde mopeden och polisen fastslog senare att hon hade över 1,0 promille i blodet.
▪️
Tjejen erkänner grovt rattfylleri men förnekar vållande till kroppskada. Bilägarens försäkringsbolag yrkar även på ett skadestånd på drygt 16 500 kronor.
▪️
Gå in på vår sajt sverigesradio.se/gotland eller i appen Sveriges Radio för att lyssna på inslaget.",0,"01/27/2026 22:36",https://www.instagram.com/p/DUC2SVdiIXo/,"IG image",,Livstid,5422,3314,29,2,0,0,1
17893859268260791,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Jämställdhetsminister Nina Larsson (L) reagerar starkt på bristen på bekväma underkläder för kvinnliga värnpliktiga. Frågan har varit aktuell sedan Pliktrådet larmade 2022.
◾
Ministern säger att utrustningen måste anpassas för kvinnor och att hon kommer lyfta frågan inom regeringen och med Försvarsmakten. Att Sverige kan ta fram avancerade stridsflygplan men inte ”rimliga trosor” till värnpliktiga finner hon ”osannolikt”.
◾
Försvarsmakten skriver till P4 Gotland att de bland annat har slutat med den skavande trosmodellen och samarbetar med ett civilt företag för att hitta en långsiktig lösning.
◾
Gå in på vår sajt sverigesradio.se/gotland eller i appen Sveriges Radio för att höra mer.",0,"01/27/2026 03:47",https://www.instagram.com/p/DUA1L1CDihg/,"IG image",,Livstid,3036,1840,15,0,0,0,1
18161619400405839,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Jämställdhetsminister Nina Larsson (L) reagerar starkt på bristen på bekväma underkläder för kvinnliga värnpliktiga. Frågan har varit aktuell sedan Pliktrådet larmade 2022.

Ministern säger att utrustningen måste anpassas för kvinnor och att hon kommer lyfta frågan inom regeringen och med Försvarsmakten. Att Sverige kan ta fram avancerade stridsflygplan men inte ”rimliga trosor” till värnpliktiga finner hon ”osannolikt”.

Försvarsmakten skriver till P4 Gotland att de bland annat har slutat med den skavande trosmodellen och samarbetar med ett civilt företag för att hitta en långsiktig lösning.

Hör mer om jämställdhetsministerns kritik på sverigesradio.se/gotland eller i appen Sveriges Radio.

Foto: Jessica Gow/TT",0,"01/26/2026 22:29",https://www.instagram.com/p/DUAQ1JEFrWS/,"IG image",,Livstid,2705,1670,15,0,0,1,0
18083337641234426,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Målet att spara vatten kvar trots avsaltning: ”För barnbarnen”

Hör mer här: https://www.sverigesradio.se/artikel/malet-att-spara-vatten-kvar-trots-avsaltning-for-barnbarnen
Foto: Anna Jutehammar, Linnea Nilsson/Sveriges Radio",0,"01/25/2026 22:51",https://www.instagram.com/p/DT9ulyxlVN9/,"IG image",,Livstid,4604,2780,16,0,0,0,1
18117963643603422,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Under fredagen inleddes Sveriges största fågelräkning – BirdLife Sveriges ""Vinterfåglar inpå knuten"" 
Räknar du bevingade besökare under helgen? Vilka fåglar hoppas du få besök av vid ditt fågelbord?",0,"01/23/2026 05:01",https://www.instagram.com/p/DT2qhTul8Hk/,"IG image",,Livstid,2217,1444,15,0,0,0,0
18348552643227026,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Bedrägerierna på Gotland minskade med 30 procent under 2025 jämfört med året innan, enligt Polisen.
◾
Annonsbedrägerier står för den största minskningen, med 40 procent, och därefter kommer bedrägerier med social manipulation och kortbedrägerier.
◾
Polisen tror att informationskampanjer och att brottsoffer delat sina erfarenheter bidragit till att fler blivit medvetna och agerar mer försiktigt.
◾
Gå in på vår sajt sverigesradio.se/gotland eller på appen Sveriges Radio för att höra mer.",0,"01/22/2026 22:21",https://www.instagram.com/p/DT18ra5jrod/,"IG image",,Livstid,3484,2141,22,0,0,0,0
18132210817503457,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Gotländska bilar klarar besiktningen bättre än övriga Sverige, enligt färska siffror från Bilprovningen. Vi gotlänningar tycks vara bra på att ta hand om våra bilar; vad har du för relation till din bil? Namnger? Putsar? Tvättar? Vårdar? Mekar själv? Pratar med den?

Foto: Naina Helén Jåma/TT",0,"01/22/2026 00:47",https://www.instagram.com/p/DTzomSpDnAx/,"IG image",,Livstid,3079,1946,12,1,0,1,0
18081716231179830,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","På P18 får kvinnliga värnpliktiga nu bidrag för egna underklädesinköp, efter tre år av larm om skavande underkläder.
◾
Pliktrådet har upprepade gånger rapporterat om skav och köttsår orsakade av Försvarsmaktens trosor, vilket värnpliktige Alice Nelin bekräftar.
◾
”Det är lite beklämmande att försvarsmakten inte har kommit längre” säger Johan Edberg, chef för utbildningsbataljonen, som menar att ansvaret ligger på Försvarsmakten centralt.
◾
Hör mer på vår sajt sverigesradio.se/gotland eller i appen Sveriges Radio.",0,"01/21/2026 22:36",https://www.instagram.com/p/DTzZphRjkRN/,"IG image",,Livstid,6217,3538,50,6,0,1,4
18081210455520303,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Husägare nära cementfabriken i Slite har överklagat stenbrytningen på Filehajdar, med hänvisning till att fabriken pausat planerna på koldioxidinfångning, CCS.
◾
Kjell Nordberg i Visby har tillsammans med en svåger och deras fruar vänt sig till Högsta Domstolen och vill att pausad CCS prövas.
◾
Enligt Heidelberg Materials Cement Sverige går de vidare med CCS om staten tillför mer pengar, men de understryker samtidigt att CCS inte är ett villkor för stenbrytning.
◾ 
Gå in på vår sajt sverigesradio.se/gotland eller appen Sveriges Radio för att höra mer.",0,"01/20/2026 23:19",https://www.instagram.com/p/DTw5wfwDgMN/,"IG image",,Livstid,4606,2768,36,4,0,1,3
17945934366094339,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","I morgon onsdag är det kramens dag! Hur ofta kramas du? Kramas du länge? Undviker du kramar? Dela med dig av vad du tycker om kramar i kommentarsfältet!",0,"01/20/2026 10:00",https://www.instagram.com/p/DTveTLFDdTm/,"IG image",,Livstid,4945,2959,41,5,0,6,1
18063476618284775,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","En svensk skadades i den allvarliga tågolyckan i Spanien i söndags – Emil Jonsson från Klintehamn fick under tisdagen skrivas ut från sjukhuset.
◾
Olyckan inträffade när ett höghastighetståg spårade ur och kolliderade med ett annat tåg – minst 40 människor har dött, och 150 har skadats.
◾
”Det var kaos i två sekunder ungefär, sen låg alla överallt, blodiga och sönderslagna – jag hann nog tänka att ta tag i någonting, vadsomhelst” berättar Emil.
◾
Gå in på vår hemsida sverigesradio.se/gotland eller i appen Sveriges Radio för att höra mer.",0,"01/20/2026 05:21",https://www.instagram.com/p/DTu-ZlfDnJN/,"IG image",,Livstid,8322,4848,57,1,0,0,5
18098156512927995,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Ett nytt avsaltningsverk är bästa lösningen för att trygga Visbys framtida dricksvattenförsörjning. Den slutsatsen drar konsultföretaget Sweco i en ny rapport som de tagit fram tillsammans med Region Gotland.
◾
Fem olika alternativ har utretts, men avsaltning får högst poäng eftersom det bedöms vara en säker – men även kall – vattenkälla oavsett klimatförändringar. Och just kallt vatten är betydande menar VA-utvecklaren Jonas Carlsson.
◾
Men det finns också nackdelar, enligt rapporten, som en hög risk för sabotage.
◾
Hör mer på vår hemsida sverigesradio.se/gotland eller i appen Sveriges Radio.",0,"01/19/2026 22:42",https://www.instagram.com/p/DTuQxiFjtJC/,"IG image",,Livstid,4839,2937,21,1,0,1,1
18031553933777528,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","Pensionären Irène Rodebjer är en av tiotalet specialpedagoger som ryckt in för att utreda behovet av extrastöd hos Klinteskolans elever. Om det inte är klart i februari riskerar skolan nya krav på viten.
◾️
Skolinspektionen har redan krävt Klinteskolan på 400 000 kronor i vite för tidigare brister – till exempel extra anpassning och särskilt stöd.
◾️
Irène Rodebjer hoppas att viteshoten blir en väckarklocka för regionpolitikerna.
◾️
Gå in på vår hemsida sverigesradio.se/gotland eller i appen Sveriges Radio för att höra mer.",0,"01/18/2026 22:28",https://www.instagram.com/p/DTrqZJLDnLK/,"IG image",,Livstid,5020,3150,44,1,1,3,0
18106882585669484,17841400158108477,p4gotland,"P4 Gotland Sveriges Radio","När Anton Ericsson var på väg från färjan genom innerstaden skämtade hans kompisar om att gatorna såg ut som skidbackar. 
⛷️
Sagt och gjort tog Anton på sig sina skidor och åkte nedför Hästbacken i Visby.
⛷️
 ""Det gick väldigt bra måste jag säga”.",0,"01/15/2026 07:22",https://www.instagram.com/p/DTiUOZ8jMD3/,"IG carousel",,Livstid,2023290,1505155,27645,7086,408,250,1337
